start,end,duration,pitch,velocity,instrument,instr program,midi channel
106.17,107.142,0.972,76,89,voix,53,0
107.131,107.935,0.804,72,75,voix,53,0
108.237,114.882,6.645,76,93,voix,53,0
115.716,117.993,2.278,74,71,voix,53,0
118.308,119.086,0.778,72,86,voix,53,0
118.726,121.92,3.194,74,69,voix,53,0
122.0,122.393,0.393,76,93,voix,53,0
122.417,123.562,1.145,72,93,voix,53,0
123.549,124.883,1.334,69,80,voix,53,0
129.866,132.866,3.0,64,80,voix,53,0
156.666,157.468,0.802,76,95,voix,53,0
223.3,223.633,0.333,72,80,voix,53,0
223.716,224.05,0.334,69,80,voix,53,0
224.133,224.466,0.333,72,80,voix,53,0
224.55,224.883,0.333,69,80,voix,53,0
224.966,225.633,0.667,72,80,voix,53,0
225.8,230.858,5.058,71,80,voix,53,0
245.126,246.603,1.478,76,80,voix,53,0
246.77,247.658,0.888,72,80,voix,53,0
248.85,249.184,0.334,76,80,voix,53,0
249.288,249.976,0.689,76,80,voix,53,0
250.356,252.106,1.75,76,80,voix,53,0
253.316,253.615,0.299,74,71,voix,53,0
253.733,255.224,1.491,72,86,voix,53,0
254.149,257.344,3.195,74,69,voix,53,0
257.424,257.902,0.477,76,93,voix,53,0
257.927,258.773,0.847,72,93,voix,53,0
258.76,260.093,1.333,69,80,voix,53,0
261.067,264.365,3.298,64,80,voix,53,0
265.821,267.99,2.169,64,80,voix,53,0
270.888,271.669,0.781,67,79,voix,53,0
271.721,272.198,0.477,64,79,voix,53,0
272.223,272.615,0.392,67,78,voix,53,0
272.64,273.469,0.83,69,93,voix,53,0
273.473,274.669,1.195,72,78,voix,53,0
274.648,275.04,0.392,76,73,voix,53,0
275.065,276.315,1.25,74,77,voix,53,0
276.315,279.315,3.0,72,86,voix,53,0
279.346,285.696,6.351,69,107,voix,53,0
293.573,294.017,0.444,76,80,voix,53,0
294.129,294.573,0.444,76,80,voix,53,0
294.684,295.129,0.445,72,80,voix,53,0
295.24,298.701,3.461,76,93,voix,53,0
299.619,299.918,0.299,74,71,voix,53,0
300.207,300.717,0.51,72,86,voix,53,0
300.624,300.96,0.336,74,69,voix,53,0
301.04,301.438,0.398,76,93,voix,53,0
301.486,302.346,0.86,72,93,voix,53,0
302.333,303.667,1.334,69,80,voix,53,0
304.0,307.0,3.0,64,80,voix,53,0
307.333,308.134,0.802,76,95,voix,53,0
308.167,309.009,0.843,72,84,voix,53,0
309.0,312.333,3.333,74,84,voix,53,0
313.167,313.499,0.333,72,80,voix,53,0
313.583,313.917,0.334,69,80,voix,53,0
314.0,314.333,0.333,72,80,voix,53,0
314.417,314.749,0.333,69,80,voix,53,0
314.833,315.499,0.667,72,80,voix,53,0
315.88,323.405,7.524,71,80,voix,53,0
324.283,324.949,0.667,76,80,voix,53,0
325.117,325.449,0.333,72,80,voix,53,0
325.533,325.867,0.334,76,80,voix,53,0
325.95,326.617,0.667,76,80,voix,53,0
326.783,328.533,1.75,76,80,voix,53,0
329.7,329.999,0.299,74,71,voix,53,0
330.117,330.627,0.51,72,86,voix,53,0
330.533,330.87,0.337,74,69,voix,53,0
330.95,331.342,0.392,76,93,voix,53,0
331.367,332.214,0.847,72,93,voix,53,0
332.2,333.533,1.333,69,80,voix,53,0
333.867,336.867,3.0,64,80,voix,53,0
338.033,338.699,0.667,64,80,voix,53,0
338.867,339.647,0.781,67,79,voix,53,0
339.7,340.092,0.392,64,79,voix,53,0
340.117,340.508,0.392,67,78,voix,53,0
340.533,341.362,0.83,69,93,voix,53,0
341.367,342.22,0.854,72,78,voix,53,0
342.2,342.958,0.758,76,73,voix,53,0
343.086,344.72,1.634,74,77,voix,53,0
344.72,346.355,1.635,72,86,voix,53,0
346.386,365.773,19.387,69,107,voix,53,0
8.637,9.14,0.503,51,98,gtr,24,1
9.054,9.377,0.323,48,69,gtr,24,1
9.47,9.97,0.499,51,77,gtr,24,1
9.887,10.161,0.274,50,71,gtr,24,1
10.304,10.727,0.423,48,75,gtr,24,1
10.72,10.943,0.223,45,57,gtr,24,1
15.617,16.103,0.486,48,50,gtr,24,1
16.034,16.310000000000002,0.277,50,77,gtr,24,1
19.346,21.773,2.427,45,69,gtr,24,1
17.176,22.044,4.868,52,79,gtr,24,1
22.309,23.104,0.795,48,82,gtr,24,1
22.994,23.312,0.319,50,82,gtr,24,1
23.411,24.602,1.191,52,78,gtr,24,1
29.728,30.241,0.514,69,93,gtr,24,1
30.144,30.443,0.299,65,71,gtr,24,1
51.426,51.897,0.472,62,76,gtr,24,1
51.842,52.195,0.354,59,62,gtr,24,1
52.258,52.789,0.531,67,89,gtr,24,1
52.676,53.03,0.354,64,66,gtr,24,1
53.134,53.655,0.521,60,37,gtr,24,1
53.551,53.832,0.281,57,86,gtr,24,1
71.248,73.105,1.857,54,82,gtr,24,1
71.248,73.946,2.698,40,80,gtr,24,1
73.353,74.238,0.885,56,84,gtr,24,1
74.279,75.261,0.982,54,84,gtr,24,1
75.21,76.015,0.805,56,84,gtr,24,1
76.074,76.942,0.868,54,84,gtr,24,1
74.279,77.074,2.795,40,80,gtr,24,1
76.907,77.696,0.789,56,89,gtr,24,1
77.981,79.757,1.776,54,79,gtr,24,1
77.981,79.757,1.776,60,77,gtr,24,1
77.981,79.757,1.776,64,91,gtr,24,1
77.981,79.757,1.776,45,86,gtr,24,1
86.789,88.122,1.334,56,79,gtr,24,1
86.789,88.122,1.334,64,98,gtr,24,1
86.789,88.122,1.334,47,53,gtr,24,1
86.789,88.122,1.334,62,75,gtr,24,1
93.491,94.823,1.333,54,79,gtr,24,1
93.491,94.823,1.333,60,77,gtr,24,1
93.491,94.823,1.333,64,91,gtr,24,1
93.491,94.823,1.333,45,86,gtr,24,1
95.84,97.173,1.333,62,75,gtr,24,1
95.84,97.173,1.333,47,53,gtr,24,1
95.84,97.173,1.333,56,79,gtr,24,1
95.84,97.173,1.333,64,98,gtr,24,1
104.376,105.709,1.334,60,77,gtr,24,1
104.376,105.709,1.334,64,91,gtr,24,1
104.376,105.709,1.334,45,86,gtr,24,1
104.376,105.709,1.334,54,79,gtr,24,1
106.17,107.631,1.461,47,53,gtr,24,1
106.17,107.631,1.461,64,98,gtr,24,1
106.17,107.631,1.461,56,79,gtr,24,1
106.17,107.631,1.461,62,75,gtr,24,1
108.237,110.493,2.256,54,79,gtr,24,1
108.237,110.493,2.256,60,77,gtr,24,1
108.237,110.493,2.256,64,91,gtr,24,1
108.237,110.493,2.256,45,86,gtr,24,1
111.783,114.378,2.595,62,75,gtr,24,1
111.783,114.378,2.595,47,53,gtr,24,1
111.783,114.378,2.595,56,79,gtr,24,1
111.783,114.378,2.595,64,98,gtr,24,1
114.882,118.391,3.509,54,79,gtr,24,1
114.882,118.391,3.509,45,86,gtr,24,1
114.882,118.391,3.509,60,77,gtr,24,1
114.882,118.391,3.509,64,91,gtr,24,1
118.726,123.216,4.49,62,75,gtr,24,1
118.726,123.216,4.49,64,98,gtr,24,1
118.726,123.216,4.49,47,53,gtr,24,1
118.726,123.216,4.49,56,79,gtr,24,1
123.549,124.883,1.334,64,91,gtr,24,1
123.549,124.883,1.334,45,86,gtr,24,1
123.549,124.883,1.334,54,79,gtr,24,1
123.549,124.883,1.334,60,77,gtr,24,1
129.866,131.199,1.333,47,53,gtr,24,1
129.866,131.199,1.333,62,75,gtr,24,1
129.866,131.199,1.333,56,79,gtr,24,1
129.866,131.199,1.333,64,98,gtr,24,1
131.533,132.866,1.333,60,77,gtr,24,1
131.533,132.866,1.333,45,86,gtr,24,1
131.533,132.866,1.333,64,91,gtr,24,1
131.533,132.866,1.333,54,79,gtr,24,1
156.666,157.333,0.667,62,82,gtr,24,1
156.666,157.333,0.667,47,86,gtr,24,1
156.666,157.333,0.667,56,77,gtr,24,1
