start,end,duration,pitch,velocity,instrument,instr program,midi channel
2.349,3.549,1.2,59,33,,0,0
2.349,3.549,1.2,66,35,,0,0
2.349,3.549,1.2,62,33,,0,0
1.705,3.635,1.93,43,54,,0,0
4.4510000000000005,5.822,1.372,61,27,,0,0
4.4510000000000005,5.822,1.372,66,29,,0,0
4.4510000000000005,5.822,1.372,57,27,,0,0
3.765,5.858,2.094,38,46,,0,0
6.417,7.54,1.123,59,31,,0,0
6.417,7.54,1.123,66,33,,0,0
6.417,7.54,1.123,62,31,,0,0
6.08,7.626,1.546,43,43,,0,0
8.804,10.542,1.737,57,21,,0,0
8.804,10.542,1.737,66,23,,0,0
8.804,10.542,1.737,61,21,,0,0
7.883,10.65,2.767,38,39,,0,0
11.965,12.747,0.782,78,66,,0,0
11.943,13.26,1.317,59,41,,0,0
11.943,13.26,1.317,66,41,,0,0
11.943,13.26,1.317,62,41,,0,0
10.962,13.347,2.384,43,54,,0,0
12.765,13.586,0.821,81,74,,0,0
13.622,14.323,0.702,79,71,,0,0
14.351,14.934,0.583,78,63,,0,0
14.333,15.18,0.847,57,32,,0,0
14.333,15.18,0.847,66,32,,0,0
14.333,15.18,0.847,61,32,,0,0
13.604,15.279,1.675,38,50,,0,0
14.952,15.567,0.615,73,52,,0,0
15.588,16.172,0.585,71,47,,0,0
16.152,16.95,0.798,73,58,,0,0
16.15,17.327,1.177,59,35,,0,0
16.15,17.327,1.177,66,35,,0,0
16.15,17.327,1.177,62,35,,0,0
15.567,17.414,1.847,43,45,,0,0
16.858,17.673,0.815,74,64,,0,0
18.531,19.759,1.229,61,28,,0,0
18.531,19.759,1.229,66,28,,0,0
18.531,19.759,1.229,57,28,,0,0
17.674,19.858,2.184,38,36,,0,0
17.692,20.096,2.404,69,56,,0,0
20.078,20.936,0.858,66,35,,0,0
20.936,21.321,0.385,59,27,,0,0
20.936,21.321,0.385,62,27,,0,0
20.078,21.332,1.254,43,38,,0,0
20.936,21.629,0.693,66,48,,0,0
21.63,23.001,1.371,57,25,,0,0
21.63,23.001,1.371,61,25,,0,0
21.37,23.086,1.716,38,37,,0,0
21.63,24.201,2.571,66,33,,0,0
